Designator,Mid X,Mid Y,Rotation,Layer
D1,142.3,-86.17,90.0,top
J1,170.7484,-130.0,180.0,top
J2,139.5,-128.465,270.0,top
Q5,137.3625,-86.4,0.0,top
R50,183.68,-85.59,270.0,top
R51,137.63,-81.03,180.0,top
